user_id,movie_id,rating
398,32,5.0
26,34,3.0
96,34,5.0
126,34,3.0
142,34,4.0
185,34,2.0
223,34,1.0
230,34,2.0
255,34,1.0
331,34,2.0
349,34,5.0
367,34,3.0
142,36,4.0
378,36,4.0
167,39,2.0
176,39,3.0
283,39,1.0
409,39,4.0
311,40,3.5
268,41,4.0
15,44,1.0
17,44,3.5
396,44,2.0
250,45,4.0
316,45,4.5
16,47,3.5
41,47,3.5
47,47,3.0
72,47,4.5
75,47,2.0
76,47,3.5
110,47,4.5
116,47,3.5
123,47,4.5
126,47,5.0
129,47,3.5
131,47,4.0
133,47,4.0
134,47,4.0
204,47,5.0
233,47,3.5
251,47,5.0
260,47,4.5
261,47,4.0
326,47,4.0
346,47,3.5
351,47,4.5
352,47,5.0
400,47,5.0
48,48,4.0
316,48,1.5
401,48,2.0
7,50,4.5
16,50,4.0
29,50,3.5
41,50,3.0
80,50,4.5
124,50,4.5
211,50,4.0
215,50,5.0
228,50,4.5
237,50,2.5
278,50,5.0
279,50,3.5
296,50,5.0
309,50,4.5
327,50,4.5
329,50,2.0
335,50,5.0
338,50,4.5
348,50,5.0
352,50,5.0
382,50,5.0
74,58,5.0
267,58,5.0
310,58,4.5
384,60,4.0
228,65,2.0
34,70,3.5
361,70,2.0
125,81,3.0
207,100,3.0
327,104,5.0
365,104,3.5
92,107,5.0
30,110,5.0
49,110,4.0
110,110,3.5
128,110,5.0
129,110,4.0
130,110,5.0
137,110,4.0
183,110,5.0
203,110,5.0
208,110,4.0
296,110,5.0
335,110,4.0
344,110,4.5
366,110,4.0
374,110,5.0
390,110,4.0
393,110,4.0
399,110,3.0
74,111,5.0
168,111,4.5
251,111,4.5
348,111,5.0
409,111,5.0
397,123,5.0
406,135,4.0
155,141,3.0
215,144,4.5
29,150,4.0
52,150,4.0
73,150,2.0
374,150,3.0
383,150,4.0
75,151,2.0
293,151,3.0
118,153,2.0
210,153,3.5
315,154,4.0
245,162,3.0
256,163,4.0
79,164,5.0
48,168,3.5
365,180,0.5
299,188,2.0
168,196,0.5
278,203,4.0
138,222,5.0
255,223,2.0
384,223,4.0
25,231,4.0
397,232,4.5
390,235,4.0
245,246,4.0
281,252,3.0
25,260,5.0
30,260,5.0
52,260,4.0
114,260,3.5
123,260,4.5
128,260,5.0
139,260,4.0
205,260,4.5
210,260,5.0
211,260,4.5
212,260,2.5
231,260,4.0
344,260,5.0
407,260,4.0
398,261,3.5
406,261,4.0
127,272,3.0
172,277,4.5
67,293,5.0
204,293,4.5
212,293,3.0
393,293,5.0
407,293,3.0
10,296,1.0
67,296,4.5
231,296,4.0
309,296,3.5
338,296,4.5
36,315,0.5
2,318,3.0
49,318,4.0
106,318,5.0
189,318,4.0
190,318,4.0
209,318,5.0
250,318,5.0
258,318,5.0
272,318,4.0
300,318,4.0
329,318,2.0
375,318,5.0
92,327,3.5
2,333,4.0
333,337,3.0
271,345,4.0
10,356,3.5
98,356,5.0
143,356,5.0
154,356,5.0
188,356,5.0
189,356,4.0
205,356,4.0
209,356,4.5
300,356,4.0
281,362,2.0
252,364,5.0
97,377,4.0
183,377,5.0
213,393,2.5
324,432,2.0
253,446,5.0
143,500,3.0
3,527,0.5
172,527,4.5
190,527,5.0
258,527,4.0
175,531,3.5
392,534,3.0
383,539,4.0
388,575,2.0
272,589,3.5
366,589,4.0
97,593,5.0
114,593,3.0
315,599,4.0
358,605,3.0
324,608,5.0
138,616,4.5
388,631,1.0
207,637,1.0
175,671,0.5
392,707,1.0
358,902,4.0
127,903,3.0
333,924,2.0
154,1097,5.0
236,1214,5.0
236,1278,5.0
306,1345,2.0
360,1407,4.0
360,1414,2.0
106,2571,5.0
184,2579,4.0
306,2762,3.0
184,3793,3.5
291,4896,5.0
50,114335,3.0
